frameIndex,thumb_x,thumb_y,thumb_z,thumb_v,index_x,index_y,index_z,index_v,middle_x,middle_y,middle_z,middle_v,ring_x,ring_y,ring_z,ring_v,pinky_x,pinky_y,pinky_z,pinky_v,palm_x,palm_y,palm_z,palm_v,date_now
0,241.6025390625,315.245697021484,52.4405212402344,30.6344340369395,290.757934570313,317.629455566406,36.1244888305664,152.846655523496,285.331451416016,269.637908935547,58.0194816589355,277.356187653515,288.747863769531,252.670669555664,37.9507331848145,118.499284598141,286.483642578125,231.24494934082,32.0855522155762,47.2994937279763,248.364486694336,238.365905761719,25.7361755371094,8.2451732109083,2023/7/20 16:05:58
1,241.230087280273,315.205139160156,51.9316253662109,32.8399923411745,291.768402099609,319.551147460938,34.7519454956055,132.528859009933,281.240570068359,266.495422363281,51.9464645385742,350.539182472353,288.907043457031,252.573471069336,36.6632766723633,71.6953466661309,286.657440185547,231.262344360352,31.6498336791992,29.1818160316796,248.421112060547,238.424285888672,25.7881412506104,5.56215551461498,2023/7/20 16:05:58
2,240.769897460938,315.270355224609,51.1910362243652,46.2131951863007,292.377868652344,321.078369140625,33.2308464050293,114.99251884169,279.886749267578,265.800964355469,48.4410629272461,163.156066553511,288.954223632813,252.482452392578,35.9151954650879,41.4736043785425,286.695617675781,231.185256958008,31.5015830993652,11.1368902913309,248.451812744141,238.405838012695,25.8197917938232,2.73229380403392,2023/7/20 16:05:58
3,241.064254760742,315.163543701172,50.9922676086426,20.5768627181368,293.383697509766,322.022064208984,32.6046257019043,80.2767235958136,280.107208251953,265.202545166016,49.0890464782715,54.7769647092659,289.404998779297,252.356704711914,36.0457344055176,26.4062794683719,286.754608154297,230.905776977539,31.480339050293,17.1523642355327,248.607681274414,238.464660644531,25.9471645355225,12.1487225554933,2023/7/20 16:05:58
4,240.808532714844,315.33740234375,50.6116065979004,25.5885663985679,293.697479248047,323.217132568359,31.4029903411865,91.1636629389688,280.160827636719,264.869262695313,49.3192176818848,25.0539584165785,290.029876708984,252.775146484375,35.8605804443359,41.9383037617705,287.021301269531,231.067626953125,31.2637557983398,22.1949468061043,248.818893432617,238.620269775391,26.0364398956299,16.087453179132,2023/7/20 16:05:58
5,240.557006835938,315.117828369141,50.3117828369141,24.1958965044595,293.632446289063,323.961059570313,30.6035003662109,55.709500384042,279.944580078125,264.444854736328,49.6320457458496,33.6987524656603,290.322082519531,252.957138061523,36.0962562561035,16.2607272550608,286.955749511719,230.987121582031,31.1950550079346,7.15059297192754,248.790222167969,238.565505981445,26.0727767944336,4.11701973623175,2023/7/20 16:05:58
6,240.550720214844,314.968566894531,50.205135345459,10.168645179079,293.777526855469,324.523803710938,30.0678882598877,40.4130772649945,280.139068603516,264.440307617188,50.0444145202637,24.7463119046401,290.700012207031,253.170608520508,36.6700134277344,33.651616116487,286.9775390625,230.936233520508,31.2943325042725,6.82136176469202,248.833511352539,238.533554077148,26.1797924041748,6.93715846646423,2023/7/20 16:05:58
7,240.427215576172,314.7587890625,50.2723579406738,14.2444152712341,294.524230957031,324.305786132813,30.3857536315918,48.1833231639034,280.502166748047,264.073638916016,50.493537902832,40.5058946963727,291.299468994141,253.085571289063,36.6923904418945,33.0748467252026,287.170776367188,230.699615478516,31.2740383148193,18.510173316731,248.965362548828,238.450378417969,26.3725299835205,14.2425022344695,2023/7/20 16:05:58
8,240.022842407227,314.823394775391,49.9898147583008,25.6214309449148,294.330871582031,324.834381103516,28.6647033691406,100.010100961943,280.91015625,264.27734375,50.6421966552734,25.1263051418281,291.509368896484,253.354385375977,36.1869773864746,35.8701752529076,287.346466064453,230.894378662109,30.9223384857178,26.2109987788387,249.057830810547,238.499053955078,26.3638553619385,6.06627497999922,2023/7/20 16:05:58
9,239.484741210938,314.881805419922,49.6683807373047,33.1135356808479,293.822204589844,325.566802978516,26.7349376678467,116.284616131846,281.371124267578,264.436859130859,51.225414276123,31.8117838861117,291.395568847656,253.32258605957,35.5566291809082,34.4359709983113,287.443481445313,230.942749023438,30.7041854858398,14.3254960205992,249.133483886719,238.434417724609,26.382266998291,5.82454003782098,2023/7/20 16:05:58
10,239.270004272461,315.053863525391,49.2759742736816,25.3317028249435,293.060791015625,326.298492431641,25.2388801574707,101.850086712711,281.415008544922,264.585876464844,50.6431045532227,34.0469688280257,291.229888916016,253.346221923828,34.6388778686523,49.4435782007418,287.670135498047,231.173034667969,30.5005779266357,22.1889374906933,249.308441162109,238.503265380859,26.3398380279541,11.115891091044,2023/7/20 16:05:58
11,239.179458618164,315.257659912109,49.0746612548828,16.2924888413853,292.533050537109,326.77978515625,25.231409072876,39.5656508776502,281.5927734375,264.867858886719,50.5102310180664,20.2851729549301,291.096374511719,253.321563720703,34.1608695983887,21.5936663489788,287.961364746094,231.394744873047,30.5968246459961,21.3048767696536,249.585601806641,238.621215820313,26.429069519043,17.9405513224877,2023/7/20 16:05:58
12,238.886444091797,315.216003417969,48.9743461608887,17.6418502987278,292.413391113281,326.632995605469,26.1138744354248,49.127423084436,282.369354248047,265.467071533203,51.2702178955078,64.7459835868605,290.880950927734,253.073471069336,33.9816741943359,13.6553870617542,288.098693847656,231.373306274414,30.7917098999023,15.9523052832833,249.763610839844,238.605072021484,26.5701179504395,13.2381525608273,2023/7/20 16:05:58
13,238.923675537109,315.395965576172,49.3089027404785,21.2221024924007,292.44482421875,326.810333251953,26.6588764190674,31.7147431376892,283.878723144531,266.608764648438,53.0615005493164,128.303803222558,290.945098876953,253.277374267578,33.9366073608398,15.2317057121694,288.421356201172,231.731109619141,31.0195350646973,30.3065843004387,250.012054443359,238.812362670898,26.7426376342773,21.1347677077615,2023/7/20 16:05:58
14,238.327850341797,315.518035888672,49.2572860717773,32.8655288015907,292.020904541016,326.705780029297,26.628246307373,24.4664558761255,284.699951171875,267.701599121094,53.2284545898438,75.7780627119266,290.839080810547,253.413299560547,33.6782455444336,15.5559515108348,288.601837158203,231.974578857422,31.1413116455078,18.1537822709368,250.165756225586,238.833251953125,26.8235301971436,10.049474558767,2023/7/20 16:05:58
15,238.049179077148,315.725494384766,49.4224967956543,21.1701764051011,291.767852783203,326.800842285156,26.6150817871094,15.3382949168568,285.408264160156,268.778137207031,53.0082931518555,75.4630564563749,290.696594238281,253.450073242188,33.6986389160156,8.71644688319698,288.713226318359,232.120407104492,31.3137111663818,15.9232431312602,250.312103271484,238.892547607422,26.8946838378906,10.02323678157,2023/7/20 16:05:58
16,237.475112915039,315.820251464844,49.4291152954102,30.1870216557074,290.644409179688,327.056121826172,25.5912475585938,86.7112018608904,285.433074951172,269.48193359375,52.3402099609375,57.7424054329454,290.302551269531,253.641723632813,33.4181518554688,30.1577624752141,288.651611328125,232.416809082031,31.1799278259277,20.2468126732876,250.262451171875,238.89128112793,26.7961025238037,6.29538684746635,2023/7/20 16:05:58
17,237.121994018555,315.903686523438,49.347827911377,19.6121890954668,289.666320800781,327.270721435547,24.6196670532227,79.9671158832395,285.210845947266,269.827941894531,52.0952072143555,31.2926374622743,289.894104003906,253.716873168945,33.4808578491211,25.2077648623214,288.541412353516,232.592132568359,31.3453388214111,15.5128233904256,250.188568115234,238.824996948242,26.7391319274902,6.66386331604638,2023/7/20 16:05:58
18,237.363662719727,316.038208007813,49.695255279541,24.7423927744908,289.384399414063,327.363708496094,24.5672855377197,17.2331212943821,285.171264648438,269.977905273438,52.3013610839844,13.5407833358783,289.771759033203,253.827560424805,33.6464881896973,14.8583356203747,288.599884033203,232.804412841797,31.5741310119629,17.8611813422289,250.292236328125,238.945678710938,26.7414855957031,9.15333447171975,2023/7/20 16:05:58
19,237.679656982422,315.902008056641,50.1401824951172,31.4615214085998,289.049896240234,327.041625976563,24.7398586273193,27.4888425249876,285.31005859375,270.107391357422,52.6460800170898,16.5595044629745,289.574340820313,253.697906494141,33.9173927307129,21.0491178455688,288.541168212891,232.758178710938,31.8636207580566,16.4360834509017,250.257354736328,238.810729980469,26.7844619750977,8.45171309351354,2023/7/20 16:05:58
20,238.286987304688,315.735382080078,50.4250297546387,38.1999740013718,288.991485595703,326.654754638672,24.8508148193359,21.3655886119631,285.626861572266,270.006072998047,53.0513153076172,24.3581585210553,289.580261230469,253.516021728516,33.9943161010742,11.2048651257582,288.554290771484,232.640838623047,32.0312423706055,10.7181641155095,250.251159667969,238.707702636719,26.7927684783936,5.94660511253372,2023/7/20 16:05:58
21,238.62451171875,315.61865234375,50.1678733825684,24.6430266873794,288.282623291016,326.714508056641,23.8817558288574,68.3987970764801,285.473266601563,270.115173339844,53.0486297607422,15.044280648817,289.213958740234,253.432403564453,34.1139144897461,23.5277935050095,288.385986328125,232.652359008789,32.1354026794434,11.8782218198289,250.161575317383,238.589706420898,26.5818481445313,14.9621433573404,2023/7/20 16:05:58
22,239.33723449707,315.583099365234,50.5700492858887,44.8593870815079,288.361297607422,326.663360595703,24.2813739776611,22.4748110718889,285.616180419922,270.075531005859,53.7615051269531,36.9411236976773,289.206665039063,253.425811767578,34.4578285217285,19.9600574299978,288.415374755859,232.702880859375,32.3819694519043,14.1632735049914,250.199417114258,238.649871826172,26.6684436798096,6.44723083500464,2023/7/20 16:05:58
23,239.834945678711,315.517578125,50.622013092041,27.610488345299,288.383544921875,326.40185546875,24.1853122711182,15.4079217633117,285.612701416016,269.786682128906,54.240550994873,29.8027778222137,289.228759765625,253.331909179688,34.4992752075195,6.31250562332591,288.460479736328,232.659622192383,32.4998550415039,6.83292214929808,250.248413085938,238.606262207031,26.7048263549805,4.29667199204986,2023/7/20 16:05:58
24,240.044738769531,315.479858398438,50.7342185974121,13.8284253173093,288.307464599609,326.314636230469,24.12522315979,7.6370316686027,285.534637451172,269.52490234375,54.6401481628418,26.7288168830881,289.267547607422,253.339660644531,34.4611015319824,3.44110308892527,288.551452636719,232.701309204102,32.5023002624512,5.09340079220591,250.269073486328,238.533111572266,26.7400436401367,4.86526364220235,2023/7/20 16:05:58
25,240.154388427734,315.329925537109,50.970287322998,16.8613610129846,288.112152099609,326.162261962891,24.1802024841309,14.3951414746822,285.363525390625,269.224243164063,54.808464050293,22.274265630427,289.247894287109,253.334838867188,34.3505325317383,7.3063365806375,288.570648193359,232.723342895508,32.366039276123,8.76724857978988,250.233139038086,238.453567504883,26.7685508728027,5.28583809126713,2023/7/20 16:05:58
26,240.379379272461,315.161437988281,51.0698738098145,16.9377253488151,288.110076904297,326.18115234375,24.2114276885986,2.57318170437319,285.717620849609,269.266052246094,55.148509979248,23.6424754444258,289.3125,253.277969360352,34.3223037719727,5.09711508151432,288.628845214844,232.689971923828,32.2633285522461,7.66616022979978,250.215774536133,238.382919311523,26.823522567749,5.25477041879198,2023/7/20 16:05:58
27,240.495559692383,315.016387939453,50.8766441345215,14.5368044465631,288.087371826172,325.865997314453,24.0089817047119,21.488374391413,285.712310791016,269.129547119141,55.1538619995117,8.71626850960323,289.282104492188,253.079971313477,34.349552154541,12.2740694415135,288.585784912109,232.500396728516,32.3220481872559,12.1302641344952,250.181900024414,238.197174072266,26.842435836792,10.9510642165797,2023/7/20 16:05:58
28,240.733428955078,314.966674804688,50.3715744018555,30.3231621698679,288.147338867188,325.746612548828,23.5469188690186,27.2262562848276,286.128173828125,269.404663085938,55.2010307312012,26.2772779837359,289.29150390625,252.928131103516,34.3967704772949,9.89834854755044,288.539886474609,232.345825195313,32.4375419616699,11.6640240024024,250.161529541016,238.127288818359,26.8436470031738,4.19396765411426,2023/7/20 16:05:58
29,240.971389770508,314.94140625,50.1310081481934,18.2560803912437,288.423645019531,325.470397949219,23.5147800445557,21.7341164902433,286.294830322266,269.296630859375,55.3539848327637,14.4941821706511,289.374114990234,252.761520385742,34.4399757385254,11.9358956914697,288.532897949219,232.181243896484,32.5399017333984,11.6956357413347,250.169631958008,238.081024169922,26.8395195007324,2.7134916082817,2023/7/20 16:05:58
30,240.665908813477,314.793579101563,49.9114837646484,22.3660900523557,288.216705322266,325.265625,23.4302463531494,17.3496040622886,285.973297119141,268.976287841797,55.3052864074707,25.2896984276888,289.308044433594,252.67903137207,34.3544998168945,8.24187129527939,288.468048095703,232.079376220703,32.5058403015137,7.40103369497026,250.102676391602,237.939392089844,26.8226451873779,9.09978260748936,2023/7/20 16:05:58
31,240.174667358398,314.835266113281,49.4700241088867,34.2177918229859,287.831878662109,325.170074462891,23.0975608825684,28.7276161143256,285.595367431641,268.837646484375,55.1489410400391,22.1503374891024,289.238922119141,252.789810180664,34.1830863952637,12.4795634174607,288.426361083984,232.159149169922,32.5267295837402,5.06584474489398,250.035293579102,237.900619506836,26.8638343811035,4.85252373260203,2023/7/20 16:05:58
32,239.682922363281,314.739074707031,49.2501068115234,30.6682967725332,287.266937255859,325.071838378906,22.8556098937988,37.4249669935636,285.013000488281,268.468292236328,55.0077285766602,40.6610384157711,289.145294189453,252.917236328125,34.0398406982422,14.2258042478535,288.434509277344,232.291641235352,32.4733734130859,9.12184347396522,250.008270263672,237.82487487793,26.8448123931885,4.99122267348801,2023/7/20 16:05:58
33,239.380599975586,314.850158691406,48.8744583129883,26.2402498909136,286.892761230469,325.145202636719,22.3264446258545,37.038315534071,284.395263671875,268.030487060547,54.9121398925781,42.4168457471237,289.020782470703,253.018157958984,33.9702339172363,10.740430238668,288.425598144531,232.41633605957,32.468433380127,7.5321290551649,250.019943237305,237.836380004883,26.8061904907227,2.41240435305064,2023/7/20 16:05:58
34,238.992401123047,314.957427978516,48.7397727966309,22.5476590614384,286.402679443359,325.112976074219,22.0588893890381,32.2992805562311,283.632904052734,267.602111816406,54.6946601867676,48.8302868075929,288.891448974609,253.210845947266,33.9592971801758,14.2419039807089,288.423736572266,232.633346557617,32.5087661743164,12.8411888593888,250.039367675781,237.893096923828,26.8177928924561,3.53187863389431,2023/7/20 16:05:58
35,238.400146484375,315.140686035156,48.5714378356934,34.4610590777969,285.855407714844,325.205413818359,21.8014183044434,34.6092899733685,282.763214111328,267.298034667969,54.4464225769043,51.2881140291572,288.614135742188,253.401290893555,34.0821380615234,21.213163393017,288.306701660156,232.836685180664,32.5918960571289,15.2394250325189,249.983856201172,237.939071655273,26.7724266052246,4.85978433886691,2023/7/20 16:05:58
36,238.168075561523,315.241729736328,48.4782295227051,14.5222836847305,285.77099609375,325.038909912109,21.7229537963867,11.4931982541135,282.332183837891,266.904663085938,54.2866134643555,32.6736940006909,288.598175048828,253.416015625,34.1352348327637,3.6702861272326,288.338439941406,232.859741210938,32.6231079101563,3.43229652656127,250.086883544922,237.963424682617,26.7346229553223,6.5361760068561,2023/7/20 16:05:58
37,238.004486083984,315.027404785156,49.0714416503906,35.9116789377634,285.951232910156,324.759033203125,22.5599060058594,49.6964471745221,282.123870849609,266.403991699219,54.4105415344238,31.5078780943695,288.608062744141,253.164825439453,34.3621444702148,19.564462384082,288.267425537109,232.590896606445,32.699520111084,16.2438276126327,250.003814697266,237.806106567383,26.854621887207,12.291866281717,2023/7/20 16:05:58
38,237.987991333008,314.928436279297,49.6107368469238,30.3446031286551,286.045715332031,324.58203125,22.8552112579346,19.9956703987744,282.224487304688,266.196929931641,54.3150749206543,13.6705285874545,288.767822265625,253.08642578125,34.297679901123,10.9042953211108,288.333587646484,232.487335205078,32.575023651123,10.713790743911,249.989807128906,237.705673217773,26.932861328125,7.41684404150211,2023/7/20 16:05:58
39,238.025924682617,314.885070800781,49.9807243347168,20.4780363555657,286.442077636719,324.394836425781,23.2796649932861,33.7321412040399,282.673797607422,266.143218994141,54.4267959594727,28.1411790473621,289.080688476563,253.026626586914,34.0914649963379,22.099638421219,288.475921630859,232.3828125,32.3831100463867,15.6616771020641,250.024826049805,237.696105957031,27.0433120727539,6.66257470292621,2023/7/20 16:05:58
